Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
wu199,0.235282304769816,0,0.0531157195193476,0,0.0654059601419687,0.180139507656252,0.116998684786031,0,0,0,0.0902369900002228,0,0.0335721558297291,0.0322761467273847,0,0.0454990768223152,0,0,0.13699098189371,0,0.0104824718532235,0,0.998,-0.0953207040576889,1.12923254578744
wu200,0.145576541057804,0.00527760596469385,0.0473881685701354,0.0961342257583538,0.0696929268506503,0.0510262493657178,0.233012752358078,0,0,0,0.0927755830436882,0,0.0406173508128455,0,0,0.0753668613582458,0,0.0599571813206418,0.0831745535391456,0,0,0,0.392,0.086936995079593,1.04142745313379
wu201,0.146823548195252,0,0,0,0,0.056581888339298,0,0.0591937437623116,0.062912555091645,0,0,0,0.000800165485129447,0,0,0.00405191617336506,0.557498328026285,0,0.0948485953381542,0,0,0.01728925958856,0.444,0.0717319781517524,1.06987521206079
wu202,0.0134103683084159,0,0.00793257014109385,0.0190581380400605,0,0.215193943922888,0,0.0675310539210193,0.0172088012189517,0,0,0,0.0205222799380123,0.331638885707349,0,0.16191864355552,0,0.0733069191093762,0.0722783961373131,0,0,0,0.26,0.108455790956048,1.10248566796716
wu204,0.0647998961760425,0,0.0268838869067424,0.0302398004257217,0.168369442984106,0.157362646801945,0,0,0,0,0.139070041298042,0,0.0624124393329936,0.036770485303139,0,0.131707304834007,0,0.134265964269164,0,0.0286296050255076,0.0194884866425882,0,0.156,0.133448477256599,1.04153080241281
wu205,0.29876693704584,0,0,0.136855293655292,0,0.0596864869055085,0,0,0.0671960630796885,0,0.119856333472943,0.0236378591018035,0.0321022115873743,0.0366149015500167,0,0,0,0.0813967221943509,0.143887191407183,0,0,0,0.998,-0.131315689546402,1.17536529009681
wu206,0.00444351854531022,0.0133310522843395,0.049170561892679,0,0.184819859424463,0.22164250653065,0.0644414113760434,0,0,0.0206094247621449,0.0704117478077954,0,0.000424516519234081,0.101879385206712,0,0.136239646137568,0,0.0691536339477877,0,0.0634327355652728,0,0,0.388,0.0881052410091269,1.06563289736946
wu207,0.216212308516545,0,0,0.00342063384937827,0,0.157438100554493,0,0,0.0480928704276526,0,0.267358897919865,0,0.145494342067234,0.0157576515174009,0,0,0,0.0439634892197845,0.0889129032284201,0,0.0133488026992267,0,0.992,-0.0726782427858329,1.15710798643149
wu208,0.217557888851086,0,0.0708933146906089,0,0.0369206617254039,0.328826527140205,0.0706329831697523,0,0,0,0.0593149766434992,0,0.0336393328944156,0.00431915527338668,0,0,0,0.0263177120195908,0.0945602392027739,0.0570172083892778,0,0,0.924,-0.0276202869076595,1.12154621097238
wu210,0.295167250517356,0,0,0.0791492955926813,0.15356139438104,0,0.148232444129776,0.0456852509393891,0,0,0.117902114228954,0,0.061147475130024,0.0201817262789179,0,0.0309120187126651,0,0.0331804220245261,0,0,0.0148806080646701,0,0.93,-0.0299241860901434,1.12367414084777
wu211,0.0579500967528457,0,0.00539689577260606,0,0.00589131736908155,0.126168939727866,0.0779670600979677,0,0,0,0,0.0399652961076117,0,0.39006055677325,0,0.165106947730435,0,0.0230869132810404,0,0.108405976387295,0,0,0,0.443510824887462,0.917808034599208
wu212,0.343186122283115,0,0,0.0478590385145954,0,0.161336711112348,0.0334461022777653,0,0,0,0.131451519839106,0,0.0432783159900878,0.0315609481057362,0,0.0800425421526967,0,0.0034709931987239,0.10781924591101,0,0.016548460614815,0,0.994,-0.0842016074130773,1.15045234698889
wu214,0.1653630766883,0,0.0262757429795873,0.185968172351815,0,0,0.153246281940127,0,0.113235654516849,0,0,0.0029203122598622,0.0645764166020171,0,0,0.152103576816191,0,0.0585717334909088,0.0520654246789766,0.0114655666671639,0.0142080410082037,0,0.984,-0.0562830878547391,1.09629785813289
wu215,0.0937865323486319,0,0.015262605044703,0.0833020379809004,0.00115421194844483,0.21084542627091,0.0762847861638853,0,0,0,0.16374936906024,0,0.0829470600212119,0.0923224781486782,0,0.0885833043622151,0,0.0369320445115498,0.0220370930575473,0.00489187913550235,0.0279011719455789,0,0.42,0.0781382762983928,1.06857604727393
wu216,0.15992538859478,0,0.0688338742035873,0,0.0362144428963773,0.480414746513161,0.0871635041500202,0,0,0,0,0.00332344516462951,0.0293046279084278,0,0,0,0,0.0254004455967331,0,0.101139417908162,0,0.00828010706412138,0.902,-0.0225233483118316,1.14076588272069
wu217,0.0949065682937517,0,0.0512868537062806,0,0.0633830093819508,0.219135834051287,0.15053595070464,0,0,0,0.119592797104898,0,0.0936262653090191,0,0,0.107684264101419,0,0.0739707897051388,0,0.0258776676416158,0,0,0.522,0.0555150361370298,1.0614061503553
wu218,0.158206448049509,0,0.0487804220797129,0,0.0641843538835291,0.193118920700965,0.0431130292148075,0,0,0,0.107888590191785,0,0.0817370469549686,0.0130990399391989,0,0.0807911757554178,0,0.0388421184160198,0.107839521132543,0,0.0623993336815437,0,0.766,0.0108273198245509,1.07751189152347
wu219,0.122888572222386,0,0,0,0.063397818906255,0.227908476124448,0,0,0,0,0.0875018313082099,0,0.0937497862826551,0.0614537254481113,0,0.113625160685006,0,0,0.229474629022928,0,0,0,0.972,-0.0493810709929252,1.1262020290893
wu220,0.292228768945483,0,0,0,0.0889794287766603,0.161389792283064,0.192880999919441,0,0,0,0,0,0.0168168612105607,0,0,0.0669948789825388,0,0.104003104106569,0,0.0566943092793868,0.0200118564962969,0,0.986,-0.059211491555724,1.12061895909054
wu222,0.170385036493103,0,0.0397420418139437,0,0.0932515699762489,0.113836519581788,0.0121008752311083,0,0.21969142021499,0,0.188394687902849,0,0,0.0699728976095329,0,0.0527576473407329,0,0.0398673038357036,0,0,0,0,0.96,-0.0409909963941517,1.14207131702568
wu223,0.0737178532655656,0.0775041829969885,0.0207178056136656,0,0.129763834806732,0.1905405620794,0.0749657742913438,0,0,0,0.205392465707544,0,0.0182141131780908,0.0560503413621563,0,0.0497260777965732,0,0.0557493023872941,0.0287432075997125,0,0.0189144789149339,0,0.0639999999999999,0.179424018722962,1.02845493874081
wu224,0.203458593555507,0,0.112122449730732,0.0636338024026043,0.047940974994124,0.261982129784522,0.0450959665954195,0,0,0,0.0498903997822817,0,0.0465377539690383,0.0524502558491987,0,0.00397858147984307,0,0,0.107649099894445,0,0.00525999196228502,0,0.542,0.0525571296010313,1.07801246716343
wu226,0.188832149637926,0,0.0109140221785599,0.0568404661373599,0,0.280121091264285,0,0,0.0624394663979147,0,0.0445885456197219,0,0.133590872872792,0.0204163261294693,0.00754754853079746,0.0757830356817434,0,0,0.0915307362123089,0.00123803077419394,0.0261577085629269,0,0.99,-0.0689004432791404,1.13306856887382
wu227,0.0536272151088213,0,0,0.110361479813052,0,0.0395907116918335,0,0.0526812756089281,0.0562398298287973,0,0,0,0.0712264868001353,0.349399802388849,0,0.141170663043739,0,0.0285989769956628,0.0938192538745563,0,0.00328430484562475,0,0.034,0.224547855495046,1.03830496485533
wu229,0.158900770335166,0,0.176288880845033,0,0.0132276223755873,0.199936911230715,0,0,0,0,0.112077431883179,0,0.0265504617889405,0.00334257451814658,0,0.0985872321690029,0,0.0541744303165295,0.156913684537701,0,0,0,0.992,-0.0781326531108404,1.10532662419575
wu232,0.0334029427711975,0,0,0.0527186098939163,0.052400678915805,0.0759261771038955,0.0964813800514207,0,0,0,0.0528689871241487,0,0.0515753129709516,0.264567352998735,0,0.210565974318684,0,0.0469896989465662,0,0.0281721831906837,0.0343307017139961,0,0.004,0.3596863233831,0.949794942792157
wu233,0.0405229184159722,0,0,0,0,0.203602055034019,0,0.0273214756287132,0.0865474107483505,0,0.110186131296492,0,0.0780692515628402,0.263567729655691,0.0141971366292533,0.107012589965704,0,0,0.0633178744541422,0,0.00565542660882163,0,0.444,0.0716937032902884,1.09338060784118
wu234,0.124407722970059,0,0.0231322644777557,0,0.0129783407342963,0.286263482907055,0,0,0.0372574169956586,0.043569657521794,0.0697844560562721,0,0.0483817775102903,0.0725479996752111,0,0.0704616829198347,0,0.044934859481384,0.16628033875039,0,0,0,0.986,-0.0589714612500821,1.12206776283889
wu235,0.30595215310851,0,0,0.169023353838069,0,0.0431191978650667,0.0665299254502714,0,0.000751000254092067,0,0.0634314866813725,0,0.0132499597717206,0.133174217139126,0,0.0229470536772061,0,0,0.163287667238788,0,0.018533984975778,0,0.998,-0.105662930372378,1.15459903871869
wu236,0.251460514233572,0,0.0258522859655416,0,0,0.189981937992145,0,0.0416498489676718,0.0091958128330267,0,0,0.038030446844151,0.0664571241824646,0,0,0.107200111938332,0.00222010022404384,0.037568869241987,0.229710769765562,0,0.000672177811502157,0,0.816,0.000609351782454071,1.10301271843436
wu237,0.234021417800005,0,0.0045183035969663,0.0527380401573769,0,0.24933174948657,0.121120400237718,0.0219951121297028,0,0,0,0.0558420083712794,0.111526554540891,0.0817795613048531,0,0,0,0.00707934104667902,0.034039982012588,0,0.0260075293153705,0,0.998,-0.0991596585007278,1.14664996535516
wu242,0.285662214498023,0,0.010086533914806,0,0.240434390518919,0.171224032713617,0,0,0,0,0.07054921249202,0,0.010682755877746,0,0,0.07068853016153,0,0.0888610418913995,0.0172654048988073,0.0345458830331332,0,0,0.992,-0.0755057971913156,1.15914506910554
wu243,0.117353576037905,0,0.0183096443264941,0.131628426015422,0.0562931209174826,0.0119230347288475,0.155312838391277,0,0.0456235181406856,0,0.174846439610243,0,0.0533341582461328,0.0186517864460866,0,0.0583792675714236,0.0179770989932537,0.00179796963739888,0.138569120937348,0,0,0,0.902,-0.0212659442783185,1.10395688302285
wu245,0.280953494449756,0,0.0201587766367134,0,0.115763606512337,0,0,0.0719704345987931,0.0782653843875353,0.0305991897002145,0.104850643938247,0,0,0.197217623684208,0,0.0783338356153104,0,0,0,0.0218870104768858,0,0,0.962,-0.0437867154457632,1.13908767430871
wu246,0.0952525091276532,0,0,0,0.0654986521589851,0.131791301446129,0.0761906258669756,0,0,0,0.0974317520357804,0,0.0592151841041236,0.145956150047519,0,0.210696422301458,0,0.0579652769142182,0.060002125997158,0,0,0,0.034,0.221994648817085,1.00105005470968
wu249,0.264593074694214,0,0,0.00040656662397336,0.103633598340008,0.0644961579936934,0.198500069014738,0,0,0,0,0.0525107131640953,0.07210998638443,0.0084649199852098,0,0.100951327522262,0,0,0.134333586277376,0,0,0,0.998,-0.121079787555933,1.1349631897618
wu251,0.0781519378035991,0,0.000437435583270701,0,0,0.386388244933335,0,0.0829247645376253,0,0,0.179872819928076,0,0.0785059012353239,0.0144955505047766,0,0.0140041531184633,0,0.0609702399602294,0,0.0830536560733932,0.0211952963219072,0,0.882,-0.0157295948692047,1.13782934272863
wu253,0.044436329298214,0,0,0,0.139911016636681,0.0399544681091813,0,0.00258554820947534,0,0,0.200337218865674,0,0.0881979628306792,0.210162528269898,0,0.0668559616823388,0,0.0342207819200574,0.128333076445117,0,0.0450051077326834,0,0.818,-0.00180548303365749,1.11406949769042
wu255,0.125209770266931,0,0.00776340755657166,0,0.028982316244613,0.116352058141794,0.208508287927608,0,0,0,0.0609521992928661,0,0.0384373120177562,0.110211373824246,0,0.245136862897273,0,0.0172079680555677,0.0412384437747737,0,0,0,0.004,0.339574983826669,0.943263008153932
wu256,0.0904250010175071,0,0,0,0.13923864704617,0.108772790741967,0,0,0.0830026332959915,0,0.091689006408858,0,0.0314713660970513,0.124912546290615,0,0.0871165086563846,0,0.0812128654210447,0.162158635024411,0,0,0,0.984,-0.0579332901699186,1.11887602594037
wu258,0.107593233136983,0,0,0,0,0.120592128273455,0,0,0.217533997349592,0,0,0,0,0,0,0.222300042528515,0,0.117673897759445,0.21430670095201,0,0,0,0.982,-0.053914773485945,1.11958627698756
wu260,0.10183560517555,0,0,0.308512189656614,0,0,0.224141235833771,0.0179699975103702,0,0,0,0.12561387336017,0.0455988966329699,0,0,0.0512476923818237,0,0.0496269310828361,0,0.00453355988127993,0.0709200184846154,0,0.998,-0.125882083206482,1.16307244465663
wu262,0.174695079534474,0,0.0241766783415887,0.0505664878527733,0,0.196475928129514,0.225353435121144,0,0,0,0,0.0282590995363081,0.0554145437967511,0,0,0.0781730013129169,0,0.0791623752563527,0,0.0287104505050418,0.040080234510775,0.018932686102361,0.954,-0.0370167400517536,1.09256549519512
wu263,0.103997062636728,0,0.0403940522085107,0,0.048810990415457,0.251774589689019,0,0,0.0650611002362609,0,0.264792188762041,0,0.077481751407068,0.0446493366213388,0,0,0,0,0.103038928023577,0,0,0,0.998,-0.0938943953606421,1.17527776783235
wu265,0.0711703768452075,0.236283648657929,0.0281871926131635,0.0331865163355394,0.124773230024764,0,0,0,0.0786337067448536,0,0.211461075333881,0,0.00128053260141639,0.0388985492108027,0,0.0639000961789448,2.89605907884669e-05,0,0.11219611486271,0,0,0,0.71,0.0232271600980806,1.10196775907574
wu266,0.123580211075937,0,0.0507149582512939,0.157181323192974,0,0,0.135579274776883,0,0.00803767720550623,0,0.0921457065196535,0.00120643307874512,0.0689945804564725,0.0297110207757809,0,0.137763950384742,0,0.135764366437127,0.0579477108551326,0,0.00137278698975221,0,0.986,-0.0589906307019785,1.09211200415052
wu268,0.0667878934058023,0,0.0168508774680546,0.0427232189541133,0.146476978711673,0.216511528308766,0.0966805655646123,0,0,0,0.24034970449809,0,0.0656017450656299,0,0,0.0457794253045061,0,0.0364725925601456,0,0.00466371071556694,0.0211017594430405,0,0.646,0.0364363869822629,1.11957083812038
wu269,0.126759027839205,0,0.00804926688120929,0,0.155827667378193,0.149851029884918,0.258841495413937,0,0,0,0.0999777971144382,0,0.0241030429664308,0,0,0.0848658383849193,0,0.0463747101868582,0.0453501239498918,0,0,0,0.05,0.190457116034219,1.0110399844565
wu270,0.167923551733124,0,0,0,0,0.119361876496478,0,0,0.218565839679366,0,0.136138760773172,0,0.0262089434232502,0.081831025662351,0,0.0947929254681929,0,0.00611820550582546,0.149058871258241,0,0,0,0.97,-0.0474187536235723,1.12363495434444
wu271,0.242224236187641,0,0,0,0,0.244698788474595,0.0191316016453352,0.0642754433534495,0,0,0,0.0546435365104107,0.0571063189056374,0,0,0.0744464621392409,0,0.155263138889274,0.0702386362851817,0,0.00710193746364152,0.0108699001455927,0.516,0.0561693774092573,1.07427529121664
wu272,0.2103701462854,0,0,0.177031869674067,0.137333419399719,0,0.0236807540750919,0.0919790034248464,0.0309640991456077,0,0.0306821043203431,0.0282285988328143,0.0541167308902498,0,0,0.094498192141939,0,0.00864792392779961,0.0719727272226829,0.026494147308766,0.0140002833506741,0,0.992,-0.0752781502272251,1.14013674193624
wu273,0.14061456312752,0,0.0477846784060745,0,0.0615765872235311,0.227202923995793,0.198934341680991,0,0,0,0.056549644827616,0,0.0455676165921002,0.00782884158398638,0,0.119343576454751,0,0.0126012341377318,0,0.0819959919699043,0,0,0.962,-0.0440642189678288,1.09778305129896
wu275,0.300889310415459,0,0,0,0.0214609002132768,0.178538496453551,0.0459991183085903,0,0.0194659226846236,0,0.047418160316977,0,0.0306587620786144,0.216073591000103,0,0.0707580798244256,0,0.0208555999672318,0.0478820587371478,0,0,0,0.678,0.0300246697509853,1.10405860653228
wu276,0.142539787561993,0,0.108587154256107,0.0163297592809823,0,0.245102785038484,0,0.0585776975836624,0,0,0.0725272218780155,0,0.0538252865111171,0.0554674002077935,0,0.0940576114734872,0,0.0870234940793947,0,0.0201078374061872,0.0458539647227765,0,0.998,-0.0963502080173338,1.11816035972059
wu277,0.18010263384055,0,0.123728108506037,0.0644885932571166,0.135010359329676,0,0.207726521980887,0,0,0,0.064008570825972,0,0.00620404888234054,0.0246678291336041,0,0.092303949442612,0,0.032573856510592,0.0651854844015794,0,0.00400004388903432,0,0.742,0.0162169267465026,1.06155994149136
wu279,0.209686818521641,0,0.00286819996080347,0.0340638070903061,0.15200804413403,0.0430444795811486,0.25719659539021,0,0,0,0.189310810485944,0,0.046267665660636,0.0104156801680971,0,0,0,0.00365863468397861,0.0450610381588591,0,0.00641822616434657,0,0.85,-0.00789048265056937,1.11253742452422
wu280,0.0617262097541485,0,0,0,0.135623736365793,0.135105704670771,0,0,0.102422186696003,0,0.133013773971291,0,0.0314333415592596,0,0,0.227270763907106,0,0.00090759779711934,0.134723061805814,0,0.0377736234726941,0,0.998,-0.122898582208153,1.148476334768
wu282,0.0193504434961103,0,0,0,0.00868206675573186,0.114011254966022,0.0642762123280378,0,0.00362364106275441,0,0.0646688444783332,0,0,0.364099538388667,0,0.289943243206091,0,0.010575911468137,0.0607688438501156,0,0,0,0,0.399518956916276,0.951408491768703
wu283,0.185407684518667,0,0,0,0,0.105232520406994,0.151026606742049,0,0,0,0.0853706718397025,0,0.0480979248494091,0.0129961902089003,0,0.160299079497519,0,0.067929944241469,0.18363937769529,0,0,0,0.992,-0.0776810520917837,1.10765386315557
wu284,0.27152091843989,0,0.130228331827598,0.17859796738379,0,0.175983188612508,0,0,0,0,0.0428833583109327,0,0.0775003998654696,0.0234856194968671,0,0.0351144479020411,0,0.0314210594025436,0.0332647087583603,0,0,0,0.998,-0.112857316910341,1.15172876296859
wu285,0.198626896521452,0,0,0,0.0882798346524827,0.157916177241728,0.111487258667735,0,0.0506751011681014,0,0.156951328347911,0,0.0534346290227046,0.00730753293167417,0,0.117218555485661,0,0,0.0581026859605494,0,0,0,0.998,-0.119726636877637,1.15096152386254
wu286,0.0571127818390592,0,0,0.13570391597539,0.115511726335439,0.0807853119637418,0.0511552341655262,0,0.0477361758157429,0,0.154228797774208,0,0.120237807642323,0,0,0.117296723200781,0,0.0144510862611664,0.0722810200904668,0,0.0334994189361563,0,0.998,-0.107632146591119,1.14961896480662
wu287,0.177705018825094,0,0.135134289215198,0.0300334367274267,0,0.170085896250114,0,0.234545006646945,0,0,0.0244345995071186,0,0.0534738710934034,0,0,0,0,0.0066672414734884,0,0.119036332543198,0.0488843077180143,0,0.81,0.00131755329587247,1.09910402554287
wu288,0.176765421798786,0,0.00720232681976504,0,0.0614353651151968,0.156881157525222,0.111599051825998,0,0,0,0.0910565283767514,0,0.0366441195748576,0,0,0.165854939283273,0,0,0.170380868356282,0,0.0221802213238682,0,0.97,-0.0473472384668118,1.10516473141397
wu290,0.32140397485075,0,0.0264070871307225,0.184637646668412,0,0.0514628157015305,0,0.088136567744319,0.0995073315132302,0,0.0122358884024843,0.00699669110520483,0.0135106542161197,0.0402313248694612,0,0,0.050404193631091,0.00111231033723401,0.0824469930918374,0,0.0215065207376039,0,0.996,-0.0882696055735656,1.15808706886284
wu291,0.221826777589926,0,0,0,0,0.1557036799416,0,0,0.032897501885872,0,0.0902777099454856,0,0.0895331005373889,0.0504739964473804,0,0.163887682269575,0.0187128316443361,0.048250626658091,0.128436093080345,0,0,0,0.926,-0.0287372890508497,1.10118399620423
wu292,0.166146849640779,0,0.0376190364093688,0,0.0747856897001537,0.138308104874555,0.0531446718016939,0,0,0,0.167175046364092,0,0.0363457736626803,0.0187224725740231,0,0.0581529281942126,0,0.0895045374021736,0.154116416800083,0,0.00597847257618381,0,0.46,0.0687113302485037,1.06159949854968
wu295,0.150716200744821,0,0.020979277901737,0.0265285276491932,0,0.276404635401369,0.203996878323006,0,0,0,0,0,0.0612044803506947,0.117185588302545,0.00398474371986095,0.0596477972826931,0,0,0.015603968741825,0,0.0637479015822551,0,0.466,0.0669951577301153,1.06295223910018
wu297,0.200584511000406,0,0.0629100342938318,0.0277625714018237,0,0.0862424897699914,0.160198276065627,0,0,0,0.0318192397950265,0,0,0.221849007661387,0,0.13499293485052,0,0.0459849399236605,0.0276559952377258,0,0,0,0.038,0.210905002731548,1.00676100620667
wu299,0.262643435765525,0,0,0.0514987196889599,0.0267575501122129,0,0.135888443720227,0,0.172039671378316,0,0.163669764780485,0,0.0343075357861908,0.0476610214962063,0,0,0,0.0075180711311747,0.0980157861407026,0,0,0,0.998,-0.0937069115715613,1.15145007553677
wu300,0.0707336170562824,0,0,0,0.00300615209112494,0.17126319318892,0,0,0.018411530076763,0,0.0302568499610518,0,0.140433197388305,0.167452023379954,0,0.324949999258564,0,0.0237516137599633,0.0497418238390724,0,0,0,0.034,0.228829594030407,1.02264153305675
